callsign,actype,adep,ades,eobt,rfl,dep_rwy,arr_rwy,sid,star,approach,route
THA625,A21N,RPLL,VTBS,2026-07-09T14:53:17Z,340,,RW19,,TUMG1C,R19,TUPGO M633 DULEM DCT GOMES
THY53,A333,VTBS,LTFM,2026-07-09T14:54:00Z,340,RW20L,,TARE1E,,,TARED P646 BETNO
AHK842,A333,VTBS,VHHH,2026-07-09T14:56:00Z,390,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
THA343,A21N,VTBS,VAAH,2026-07-09T14:58:00Z,360,RW20L,,PAST1E,,,PASTO L301 TANEK
BKP936,A319,VDTI,VTBS,2026-07-09T14:58:12Z,320,,RW19,,TUMG1C,R19,VAPVU P629 NUGPA
CES9647,B789,ZPPP,WSSS,2026-07-09T14:58:57Z,340,,,,,,YAKUA B346 BKK M904 BUT Y11 PASVA
TVJ309,A321,VTSP,VTBS,2026-07-09T15:00:00Z,330,RW27,RW19,EMRI1B,LEBI1C,R19,EMRIT Y99 NONEL Y98 LEBIM
TVJ329,A321,VTSS,VTBS,2026-07-09T15:00:00Z,340,RW26,RW19,DAND1C,LEBI1C,R19,DANDO M769 LEBIM
KAL658,B77W,VTBS,RKSI,2026-07-09T15:01:00Z,330,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
AIQ562,A320,VTBD,ZUTF,2026-07-09T15:01:00Z,350,RW21L,,NOBE2B,,,NOBER B346 YAKUA
THA565,A320,VVNB,VTBS,2026-07-09T15:02:02Z,360,,RW19,,NORT1C,R19,VTN R474 CMP W21 NOBER
UBA018,B738,VTBS,VYYY,2026-07-09T15:03:00Z,360,RW20L,,NUNL1P,,,NUNLI L507 LUDVI
TVJ119,A321,VTCC,VTBS,2026-07-09T15:03:00Z,330,RW36,RW19,PANT2C,NORT1C,R19,PANTA Y7 BLAFF DCT NORTA
BKP299,AT76,VTSS,VTSP,2026-07-09T15:04:00Z,140,RW26,RW27,PADP1C,EPGO1C,,PADPA W14 EPGOT
JST66,B788,VTBS,YBBN,2026-07-09T15:06:00Z,370,RW20L,,BUT1E,,,BUT M904 TIDAR
AIQ4420,A320,VTSP,VTBS,2026-07-09T15:08:00Z,370,RW27,RW19,EMRI1B,LEBI1C,R19,EMRIT Y99 NONEL Y98 LEBIM
MMA351,A320,VTBS,VYYY,2026-07-09T15:09:00Z,340,RW20L,,TARE1E,,,TARED G463 BETNO
ALK884,A20N,VCBI,ZGGG,2026-07-09T15:09:46Z,330,,,,,,TANEK L301 BKK A1 SANOT Y15 GUROK A202 SAV
KMI218,B734,VTBS,ZGSZ,2026-07-09T15:11:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
TGW160,A20N,WSSS,ZPPP,2026-07-09T15:11:00Z,380,,,,,,GOLUD M751 BKK B346 YAKUA
JNA010,B38M,VTCC,RKSI,2026-07-09T15:11:00Z,350,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
SBI6310,B738,VTBS,UIII,2026-07-09T15:13:00Z,350,RW20L,,NOBE1P,,,NOBER B346 YAKUA
AIQ645,A320,VVNB,VTBD,2026-07-09T15:14:41Z,380,,RW21R,,NAKO1B,R21R,VTN R474 CMP W21 NOBER
AAR741,A359,RKSI,VTBS,2026-07-09T15:14:55Z,380,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
TVJ2104,B38M,VTBS,VTCC,2026-07-09T15:15:00Z,340,RW20L,RW36,OLVU1E,MARN2A,R36,OLVUK Y26 MARNI
UAE3KV,B77W,RPLC,OMDB,2026-07-09T15:15:50Z,340,,,,,,TUPGO M633 TANEK
AIQ3113,A320,VTSS,VTBD,2026-07-09T15:17:00Z,380,RW26,RW21R,DAND1C,SABA1B,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
TVJ3733,B38M,VMMC,VTBS,2026-07-09T15:18:20Z,340,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
JST30,B788,VTBS,YMML,2026-07-09T15:19:00Z,370,RW20L,,BUT1E,,,BUT M904 TIDAR
JJA2551,B738,RKPK,VTBS,2026-07-09T15:20:05Z,340,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
AIC2377,A20N,VTSP,VIDP,2026-07-09T15:21:00Z,340,RW27,,SATV1A,,,SATVA L759 TAVUN
EVA205,B78X,RCTP,VTBS,2026-07-09T15:21:45Z,380,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
THA337,A333,VTBS,VOMM,2026-07-09T15:22:00Z,360,RW20L,,PAST1E,,,PASTO L301 TANEK
APJ91,A21N,RJBB,VTBS,2026-07-09T15:22:00Z,320,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
JST18,B788,VTSP,YMML,2026-07-09T15:24:00Z,370,RW27,,REBE1B,,,REBED B579 DALAN
TVJ316,A320,VTBS,VTSP,2026-07-09T15:24:00Z,340,RW20L,RW27,VANK1E,SAVS1C,,VANKO Y8 SAVSA
ANA805,B789,RJAA,VTBS,2026-07-09T15:25:44Z,380,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
UAE385,A388,VHHH,VTBS,2026-07-09T15:25:59Z,400,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
THA329,A320,VTBS,VOHS,2026-07-09T15:26:00Z,360,RW20L,,PAST1E,,,PASTO L301 TANEK
AIQ4117,A320,VTCC,VTBS,2026-07-09T15:27:00Z,350,RW36,RW19,PANT2C,NORT1C,R19,PANTA Y7 BLAFF DCT NORTA
BKP287,A319,VTBS,VTSP,2026-07-09T15:28:00Z,340,RW20L,RW27,VANK1E,SAVS1C,,VANKO Y8 SAVSA
HKE732,A21N,VHHH,VTBS,2026-07-09T15:28:44Z,340,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
CSN8020,B38M,VTBS,ZGGG,2026-07-09T15:30:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
AIC2303,A20N,VTBS,VIDP,2026-07-09T15:32:00Z,360,RW20L,,TARE1E,,,TARED P646 BETNO
THA351,A320,VTBS,VABB,2026-07-09T15:35:00Z,340,RW20L,,PAST1E,,,PASTO L301 TANEK
UPS145,B763,VTBS,ZGSZ,2026-07-09T15:37:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
BOX530,B77L,EDDP,WSSS,2026-07-09T15:37:33Z,310,,,,,,EKAVO M626 IKOGA Y24 PASVA
CSH876,B738,VTSP,ZSPD,2026-07-09T15:39:00Z,350,RW27,,EMRI1B,,,EMRIT Y99 NONEL Y98 SURMA W42 TOPER A1 SANOT Y15 GUROK A202 SAV
ETH629,B77L,WIII,VTBS,2026-07-09T15:39:37Z,380,,RW19,,TUMG1C,R19,ABTOK M644 ALUMO Y12 ALEMI
TGW621,A320,VTBS,WSSS,2026-07-09T15:40:00Z,370,RW20L,,BUT1E,,,BUT Y11 PASVA
AIQ659,A320,VVTS,VTBD,2026-07-09T15:40:18Z,320,,RW21R,,SEHN1B,R21R,VAPVU P629 NUGPA
THA325,B77W,VTBS,VOBL,2026-07-09T15:41:00Z,360,RW20L,,BONV1E,,,BONVO M502 AKATO
JNA001,B738,RKSI,VTBS,2026-07-09T15:43:08Z,360,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
THY067,A359,WADD,LTFM,2026-07-09T15:43:12Z,360,,,,,,KADAX M626 EKAVO
THA471,A359,VTBS,YSSY,2026-07-09T15:44:00Z,330,RW20L,,BUT1E,,,BUT M904 TIDAR
KMI261,B763,VTCC,ZGSZ,2026-07-09T15:46:00Z,350,RW36,,MONL2C,,,MONLO W12 NAN R215 TOMIP
MXD215,B738,WMKK,VABB,2026-07-09T15:46:17Z,360,,,,,,DUBAX R325 PUT L515 IKULA
AIQ120,A320,VTBD,VECC,2026-07-09T15:49:00Z,360,RW21L,,TARE1B,,,TARED P646 BETNO
APZ602,B789,VTBS,RKSI,2026-07-09T15:51:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
MXD162,A333,WMKK,VGHS,2026-07-09T15:52:51Z,340,,,,,,RIGTO M769 SORTO M626 EKAVO
CQN2361,A20N,ZUCK,VTBS,2026-07-09T15:53:42Z,360,,RW19,,NORT1C,R19,YAKUA B346 NOBER
ABL7475,A21N,RKSI,VTCC,2026-07-09T15:53:52Z,320,,RW36,,MONL2B,R36,TOMIP R215 NAN R207 MONLO
KQA887,B788,ZGGG,VTBS,2026-07-09T15:54:47Z,290,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CFG2367,A339,VTBS,EDDF,2026-07-09T15:55:00Z,340,RW20L,,TARE1E,,,TARED P646 BETNO
CCA824,B738,VTCC,ZBAA,2026-07-09T15:56:00Z,310,RW36,,ADLU2N,,,ADLUS A581 PONUK
MAS196,B38M,WMKK,VGHS,2026-07-09T15:56:31Z,340,,,,,,RIGTO M769 SORTO M626 EKAVO
CSH831,B738,ZSPD,VTSP,2026-07-09T15:57:46Z,320,,RW27,,SAVS1C,,SAV A202 RAMEI W42 MENEX Y8 SAVSA
DLH769,A359,WSSS,EDDM,2026-07-09T15:58:36Z,340,,,,,,DUBAX R325 PUT L759 TAVUN
HVN616,A321,VTBS,VVNB,2026-07-09T15:59:00Z,350,RW20L,,NOBE1P,,,NOBER W21 CMP R474 VTN
AIQ3420,A320,VTCC,VTBD,2026-07-09T15:59:00Z,350,RW36,RW21R,PANT2C,NAKO1B,R21R,PANTA Y7 BLAFF DCT NAKON
CES7367,A20N,ZSPD,VTCC,2026-07-09T15:59:11Z,320,,RW36,,MONL2B,R36,TOMIP R215 NAN R207 MONLO
THY6212,B77L,LTFM,VVTS,2026-07-09T15:59:26Z,270,,,,,,LUDVI L507 BKK R468 BOKAK
CCA979,B38M,ZBAA,VTBS,2026-07-09T15:59:41Z,320,,RW19,,NORT1C,R19,VTN R474 CMP W21 NOBER
KMI804,B734,VTBS,WSSS,2026-07-09T16:01:00Z,330,RW20L,,BUT1E,,,BUT Y11 PASVA
KAL659,A333,RKSI,VTBS,2026-07-09T16:01:26Z,360,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
JYH1265,B38M,ZGGG,VTBS,2026-07-09T16:02:56Z,340,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
THY163,A359,VVTS,LTFM,2026-07-09T16:03:15Z,320,,,,,,VAPVU P629 BKK L507 LUDVI
CSH853,B38M,ZSPD,VTBS,2026-07-09T16:04:46Z,300,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
JJA2516,B38M,VTCC,RKSI,2026-07-09T16:08:00Z,330,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
ETD400,B77W,OMAA,VTBS,2026-07-09T16:08:05Z,350,,RW19,,WILA1C,R19,NURDA L524 IBETO
CSC3937,A21N,ZUTF,VTBS,2026-07-09T16:08:20Z,340,,RW19,,NORT1C,R19,YAKUA B346 NOBER
IGO1060,A21N,VTBS,VABB,2026-07-09T16:09:00Z,320,RW20L,,PAST1E,,,PASTO L301 TANEK
RJA183,B789,VTBS,OJAI,2026-07-09T16:13:00Z,340,RW20L,,PAST1E,,,PASTO L301 TANEK
THY55,B77W,WSSS,LTFM,2026-07-09T16:14:29Z,300,,,,,,DUBAX R325 PUT L759 TAVUN
THY69,B789,VTBS,LTFM,2026-07-09T16:15:00Z,380,RW20L,,TARE1E,,,TARED P646 BETNO
CSN361,A21N,ZGGG,VTBS,2026-07-09T16:17:09Z,300,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
ESR918,B38M,VTCC,RKPK,2026-07-09T16:18:00Z,330,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
DLH773,A359,VTBS,EDDM,2026-07-09T16:18:00Z,320,RW20L,,PAST1E,,,PASTO L301 TANEK
JJA2503,B38M,RKSI,VTBS,2026-07-09T16:18:44Z,320,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
ETD414,A21N,OMAA,VTSP,2026-07-09T16:18:59Z,330,,RW27,,UBNE1D,,SAPAM L645 UBNEN
THA682,B789,VTBS,RJTT,2026-07-09T16:23:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
THA658,A359,VTBS,RKSI,2026-07-09T16:25:00Z,410,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
THY311,B789,WADD,LTFM,2026-07-09T16:25:33Z,360,,,,,,KADAX M626 EKAVO
CSH858,B38M,VTSP,ZSPD,2026-07-09T16:26:00Z,350,RW27,,EMRI1B,,,EMRIT Y99 NONEL Y98 SURMA W42 TOPER A1 SANOT Y15 GUROK A202 SAV
JNA002D,B738,VTBS,RKSI,2026-07-09T16:28:00Z,330,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
THY39V,A359,WMKK,LTFM,2026-07-09T16:28:23Z,360,,,,,,DUBAX R325 IKULA
AIH396,B744,VTBS,RKSI,2026-07-09T16:31:00Z,330,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
MMA453,A319,VVTS,VYYY,2026-07-09T16:33:43Z,360,,,,,,VAPVU P629 BKK L507 LUDVI
TZP52,B788,VTBS,RJAA,2026-07-09T16:34:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
CQH7420,A320,VTBS,ZGGG,2026-07-09T16:37:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
SIA388,A359,WSSS,LEBL,2026-07-09T16:37:07Z,280,,,,,,PASVA A334 HTY W14 PUT L759 TAVUN
KAL655,A21N,RKSI,VTBS,2026-07-09T16:42:37Z,340,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
MMA373,A319,VTBS,VYYY,2026-07-09T16:43:00Z,340,RW20L,,TARE1E,,,TARED G463 BETNO
THA656,A359,VTBS,RKSI,2026-07-09T16:48:00Z,410,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
TAX600,A333,VTBD,RJAA,2026-07-09T16:48:00Z,330,RW21L,,UPKU3A,,,UPKUP Y16 BUTRA
ANA8507,B763,RJAA,VTBS,2026-07-09T16:49:51Z,320,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
TVJ830,B38M,VTBS,RJAA,2026-07-09T16:51:00Z,330,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
CXA843,B738,ZSAM,VTBS,2026-07-09T16:51:01Z,340,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
CRK759,A320,VHHH,VTBS,2026-07-09T16:52:56Z,340,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CEB931,A21N,RPLL,VTBS,2026-07-09T16:53:36Z,340,,RW19,,TUMG1C,R19,TUPGO M633 DULEM DCT GOMES
UAE371,B77W,VDSA,VTBS,2026-07-09T16:53:56Z,280,,RW19,,TUMG1C,R19,BOKAK B205 OLDIR P629 NUGPA
PAL733,A321,VTBS,RPLL,2026-07-09T16:54:00Z,330,RW20L,,GOME1E,,,GOMES B204 AGEDO
ESR518,B38M,VTCC,RKSI,2026-07-09T16:59:00Z,330,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
RBA3,B788,WBSB,EGLL,2026-07-09T16:59:25Z,300,,,,,,VAPVU P629 BKK L507 LUDVI
KLM810,B789,WMKK,EHAM,2026-07-09T16:59:35Z,280,,,,,,DUBAX R325 PUT L759 TAVUN
KAC413,B77W,OKKK,VTBS,2026-07-09T16:59:45Z,330,,RW19,,WILA1C,R19,NURDA L524 IBETO
THA313,A320,VTBS,VECC,2026-07-09T17:01:00Z,340,RW20L,,TARE1E,,,TARED P646 BETNO
UAE397,B77W,VTSP,OMDB,2026-07-09T17:01:00Z,340,RW27,,UBNE1B,,,UBNEN L645 SAPAM
HVN11,A359,VVTS,LFPG,2026-07-09T17:01:20Z,280,,,,,,VAPVU P629 VAPVU
AAR748,A333,VTSP,RKSI,2026-07-09T17:03:00Z,370,RW27,,ONET1B,,,ONETI R575 SAKDA
THA331,A320,VTBS,VIDP,2026-07-09T17:04:00Z,340,RW20L,,TARE1E,,,TARED P646 BETNO
ETD9639,B77L,VDTI,OMAA,2026-07-09T17:04:35Z,320,,,,,,VAPVU P629 MUBUS M633 TANEK
CES2563,B738,ZHHH,VTBS,2026-07-09T17:04:45Z,300,,RW19,,NORT1C,R19,VTN R474 CMP W21 NOBER
DHK035,B763,ZSPD,VTBS,2026-07-09T17:04:55Z,320,,RW19,,EAST1C,R19,SAV B460 ROT W38 RAMEI W42 PAKRI Y13 RUKSA
KAL652,B77W,VTBS,RKSI,2026-07-09T17:06:00Z,330,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
JYH1267,B38M,ZGGG,VTBS,2026-07-09T17:06:05Z,340,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CEB864,A21N,VTBD,RPLL,2026-07-09T17:07:00Z,330,RW21L,,GORS1B,,,GORSI N506 GOMES B204 AGEDO
THA900,A359,VTBS,LTFM,2026-07-09T17:08:00Z,380,RW20L,,TARE1E,,,TARED P646 BETNO
CQH8522,A20N,VTSP,ZSPD,2026-07-09T17:08:00Z,330,RW27,,EMRI1B,,,EMRIT Y99 NONEL Y98 SURMA W42 TOPER A1 SANOT Y15 GUROK A202 SAV
FDB1584,B38M,VTBD,OMDB,2026-07-09T17:09:00Z,360,RW21L,,PAST1B,,,PASTO L301 TANEK
CES2077,A320,ZGGG,VTBS,2026-07-09T17:10:34Z,300,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
SIA324,B77W,WSSS,EHAM,2026-07-09T17:10:59Z,300,,,,,,PASVA A334 HTY W14 PUT L515 IKULA
BOX542,B77L,VTBS,VHHH,2026-07-09T17:11:00Z,410,RW20L,,ALBO1F,,,ALBOS R474 VTN
ELY082,B789,VTBS,LLBG,2026-07-09T17:13:00Z,340,RW20L,,PAST1E,,,PASTO L301 TANEK
AIQ236,A20N,VTBD,RJFF,2026-07-09T17:13:00Z,350,RW21L,,UPKU3A,,,UPKUP Y16 BUTRA
TVJ3681,B38M,ZUTF,VTBS,2026-07-09T17:13:04Z,340,,RW19,,NORT1C,R19,YAKUA B346 NOBER
SIA352,A359,WSSS,EKCH,2026-07-09T17:14:08Z,300,,,,,,PASVA A334 HTY W14 PUT L515 IKULA
TUA693,A332,UTAA,VVTS,2026-07-09T17:15:09Z,350,,,,,,BETNO G463 BKK N506 BOKAK
THA920,B77W,VTBS,EDDF,2026-07-09T17:16:00Z,320,RW20L,,TARE1E,,,TARED P646 BETNO
AUA8,B772,VTBS,LOWW,2026-07-09T17:18:00Z,340,RW20L,,TARE1E,,,TARED P646 BETNO
TVJ822,B38M,VTCC,RJBB,2026-07-09T17:19:00Z,350,RW36,,ADLU2N,,,ADLUS A581 PONUK
THA642,A359,VTBS,RJAA,2026-07-09T17:20:00Z,390,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
THA674,A21N,VTBS,ZBAA,2026-07-09T17:23:00Z,350,RW20L,,ALBO1F,,,ALBOS R474 VTN
THA954,A359,VTBS,ENGM,2026-07-09T17:25:00Z,360,RW20L,,TARE1E,,,TARED P646 BETNO
AIC2361,A21N,RPLL,VIDP,2026-07-09T17:25:23Z,340,,,,,,PAK B202 UBL G473 MAKAS
THA930,B77W,VTBS,LFPG,2026-07-09T17:27:00Z,320,RW20L,,TARE1E,,,TARED P646 BETNO
THA339,A320,VTBS,VGHS,2026-07-09T17:30:00Z,340,RW20L,,NUNL1P,,,NUNLI L507 LUDVI
BBC386,B738,VGHS,WMKK,2026-07-09T17:30:02Z,310,,,,,,EKAVO M626 UPNEP W19 ROBDA M757 KARMI
KAL678,B789,VTSP,RKSI,2026-07-09T17:31:00Z,370,RW27,,ONET1B,,,ONETI R575 SAKDA
THA622,A333,VTBS,RJBB,2026-07-09T17:32:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
CQH6293,A20N,ZLXY,VTBS,2026-07-09T17:32:42Z,340,,RW19,,NORT1C,R19,YAKUA B346 NOBER
CES7368,A20N,VTCC,ZSPD,2026-07-09T17:33:00Z,310,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
THA644,B788,VTBS,RJGG,2026-07-09T17:34:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
EVA061,B78X,RCTP,VTBS,2026-07-09T17:35:17Z,380,,RW19,,EAST1C,R19,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
CES547,B789,ZSPD,VTBS,2026-07-09T17:36:07Z,300,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
THA670,B789,VTBS,RJCC,2026-07-09T17:37:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
THA934,B789,VTBS,EBBR,2026-07-09T17:39:00Z,360,RW20L,,TARE1E,,,TARED P646 BETNO
HKE733,A21N,VTBS,VHHH,2026-07-09T17:41:00Z,370,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
THA662,B772,VTBS,ZSPD,2026-07-09T17:44:00Z,370,RW20L,,ALBO1F,,,ALBOS R474 VTN
QFA256,B789,LFPG,WSSS,2026-07-09T17:45:36Z,330,,,,,,TAVUN L759 PUT B579 DALAN
UAE393,A359,VVTS,OMDB,2026-07-09T17:46:50Z,320,,,,,,VAPVU P629 BKK
CHH7996,B38M,VTBS,ZBAA,2026-07-09T17:47:00Z,350,RW20L,,ALBO1F,,,ALBOS R474 VTN
MMA390,A320,VYYY,VTBS,2026-07-09T17:48:41Z,330,,RW19,,WILA1C,R19,BETNO P646 TARED
GULFD,GA7C,WSSS,EGGD,2026-07-09T17:49:45Z,400,,,,,,DUBAX R325 PUT L759 TAVUN
CCA476,A320,WIII,ZUTF,2026-07-09T17:52:35Z,340,,,,,,ABTOK M644 RYN N891 BKK B346 YAKUA
SVA871,B789,RPLL,OEJN,2026-07-09T17:54:10Z,340,,,,,,TUPGO M633 TANEK
THA960,A359,VTBS,ESSA,2026-07-09T17:56:00Z,280,RW20L,,TARE1E,,,TARED P646 BETNO
CDG8075,B738,ZSJN,VTBS,2026-07-09T17:56:30Z,320,,RW19,,NORT1C,R19,VTN R474 CMP W21 NOBER
CDG4079,B738,ZSQD,VTBS,2026-07-09T17:56:55Z,320,,RW19,,NORT1C,R19,VTN R474 CMP W21 NOBER
ABL7485,A21N,VTCC,RKSI,2026-07-09T17:58:00Z,330,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
CSC3920,A20N,WSSS,ZUTF,2026-07-09T17:58:09Z,340,,,,,,ABTOK M644 RYN N891 BKK B346 YAKUA
OAH705,B738,VYYY,VTBS,2026-07-09T18:00:24Z,310,,RW19,,WILA1C,R19,BETNO G463 TARED
CSZ305,A20N,ZGSZ,VTBS,2026-07-09T18:02:34Z,340,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
THA910,B77W,VTBS,EGLL,2026-07-09T18:04:00Z,320,RW20L,,TARE1E,,,TARED P646 BETNO
THA924,A359,VTBS,EDDM,2026-07-09T18:06:00Z,380,RW20L,,TARE1E,,,TARED P646 BETNO
XAX327,A333,ZUTF,WMKK,2026-07-09T18:06:29Z,360,,,,,,YAKUA B346 BKK M757 KARMI
MMA237,A319,VYYY,WSSS,2026-07-09T18:07:33Z,350,,,,,,EKAVO M626 IKOGA DCT PASVA
CSH841,B38M,ZSPD,VTBS,2026-07-09T18:08:29Z,300,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
JNA002,B738,VTBS,RKSI,2026-07-09T18:09:00Z,330,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
THA940,A359,VTBS,LIMC,2026-07-09T18:11:00Z,360,RW20L,,TARE1E,,,TARED P646 BETNO
TLM394,B739,VTBD,RCTP,2026-07-09T18:14:00Z,330,RW21L,,UPKU3A,,,UPKUP Y16 BUTRA
CQN2362,A20N,VTBS,ZUCK,2026-07-09T18:14:00Z,350,RW20L,,NOBE1P,,,NOBER B346 YAKUA
KLM836,B77W,WSSS,EHAM,2026-07-09T18:14:52Z,300,,,,,,DUBAX R325 PUT L759 TAVUN
TAX607,A333,RJAA,VTBD,2026-07-09T18:17:43Z,360,,RW21R,,ENDU1B,R21R,BUTRA A1 UBL Y20 UBLOD
KQA887,B788,VTBS,HKJK,2026-07-09T18:19:00Z,380,RW20L,,PAST1E,,,PASTO L301 TANEK
QTR8968,B77L,OTHH,VVTS,2026-07-09T18:19:48Z,350,,,,,,NURDA L524 BKK N506 BOKAK
JAL728,B788,VTBS,RJBB,2026-07-09T18:21:00Z,410,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
ETH645,A359,VHHH,HAAB,2026-07-09T18:21:17Z,340,,,,,,BUTRA A1 UBL Y20 BKK M502 AKATO
THA970,B77W,VTBS,LSZH,2026-07-09T18:24:00Z,340,RW20L,,TARE1E,,,TARED P646 BETNO
CQH8755,A21N,ZSPD,VTBS,2026-07-09T18:25:02Z,320,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CSH840,B38M,VTBS,ZSPD,2026-07-09T18:26:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
CES6018,A332,VCBI,ZSPD,2026-07-09T18:27:57Z,310,,,,,,TANEK L301 BKK R474 VTN
JYH1266,B738,VTBS,ZGGG,2026-07-09T18:28:00Z,330,RW20L,,SELK1F,,,SELKA A1 SANOT Y15 GUROK A202 SAV
CSC3938,A21N,VTBS,ZUTF,2026-07-09T18:29:00Z,330,RW20L,,NOBE1P,,,NOBER B346 YAKUA
THA950,B77W,VTBS,EKCH,2026-07-09T18:32:00Z,320,RW20L,,TARE1E,,,TARED P646 BETNO
TAX612,A333,VTBD,RJBB,2026-07-09T18:33:00Z,370,RW21L,,UPKU3A,,,UPKUP Y16 BUTRA
JJA2552,B738,VTBS,RKPK,2026-07-09T18:34:00Z,310,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
TVJ3537,A320,ZSHC,VTBS,2026-07-09T18:35:31Z,320,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
CCA980,B38M,VTBS,ZBAA,2026-07-09T18:36:00Z,350,RW20L,,ALBO1F,,,ALBOS R474 VTN
UAE336,B77W,OMDB,RPLL,2026-07-09T18:36:06Z,250,,,,,,NURDA L524 BKK N506 GOMES B204 AGEDO
JJA2504,B38M,VTBS,RKSI,2026-07-09T18:39:00Z,310,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
THA648,B788,VTBS,RJFF,2026-07-09T18:42:00Z,370,RW20L,,LIPL1J,,,LIPLI Y16 BUTRA
UBG307,A333,VGHS,WSSS,2026-07-09T18:43:00Z,350,,,,,,EKAVO M626 IKOGA Y24 PASVA
CSH832,B738,VTSP,ZSPD,2026-07-09T18:43:00Z,350,RW27,,EMRI1B,,,EMRIT Y99 NONEL Y98 SURMA W42 TOPER A1 SANOT Y15 GUROK A202 SAV
CSN8157,A20N,ZGSZ,VTBS,2026-07-09T18:46:15Z,180,,RW19,,EAST1C,R19,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
