callsign,actype,adep,ades,eobt,rfl,gs,dep_rwy,arr_rwy,sid,star,approach,route
TVJ3680,B38M,VTBS,ZUTF,2025-12-23 13:00,330,460,RW02R,,UGUV1H,,,UGUVO Y27 IBUBU W25 NAN R215 TOMIP
TVJ570,B38M,VTBS,RCTP,2025-12-23 13:00,330,465,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
UAE385,A388,VHHH,VTBS,2025-12-23 13:00,380,465,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
AIQ618,A320,VTBD,VDSA,2025-12-23 13:05,370,455,RW21L,,GORS3C,,,GORSI N506 GOMES B204 AGEDO
CDG4079,B738,ZSQD,VTBS,2025-12-23 13:05,360,425,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
CES9621,B738,ZPPP,VTBS,2025-12-23 13:05,340,455,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
CSH849,B38M,ZSPD,VTBS,2025-12-23 13:05,340,440,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
KLM841,B77W,EHAM,VTBS,2025-12-23 13:05,390,485,,RW01,,WILA1D,R01,BETNO P646 TARED
MAS781,B38M,VTBS,WMKK,2025-12-23 13:05,390,440,RW02R,,KASN1H,,,KASNI M757 KARMI
OMA816,B789,VTBS,OOMS,2025-12-23 13:05,320,515,RW02R,,PAST1H,,,PASTO L301 TANEK
TLM724,B738,VTBD,VTSS,2025-12-23 13:05,350,455,RW21L,RW26,KASN3C,OBLE1A,R26,KASNI M757 OBLEX
VJC806,A320,VTBS,VVTS,2025-12-23 13:05,350,455,RW02R,,GOME1S,,,GOMES N506 BOKAK
AIQ140,A20N,VTBD,VCBI,2025-12-23 13:10,320,475,RW21L,,PAST3C,,,PASTO L301 TANEK
AIQ3246,A320,VTST,VTBD,2025-12-23 13:10,370,455,RW08,RW21R,,SABA3A,R21R,TRN W24 BITEN Y99 HOTEL DCT SABAI
AIQ3395,A20N,VTUW,VTBD,2025-12-23 13:10,360,440,RW15,RW21R,OMNI,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
AIQ3440,A21N,VTCC,VTBD,2025-12-23 13:10,350,455,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
AIQ4419,A320,VTBS,VTSP,2025-12-23 13:10,340,460,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
MMA234,A319,WSSS,VYYY,2025-12-23 13:10,340,470,,,,,,KADAX M626 EKAVO
SBI6262,B738,VTBS,UHWW,2025-12-23 13:10,350,465,RW02R,,NOBE1S,,,NOBER W21 UDN R470 VTN
THA557,A320,VVTS,VTBS,2025-12-23 13:10,360,475,,RW01,,TUMG1D,R01,VAPVU P629 NUGPA
TVJ750,B38M,VTBS,VAAH,2025-12-23 13:10,320,470,RW02R,,PAST1H,,,PASTO L301 TANEK
BBC386,B738,VGHS,WMKK,2025-12-23 13:15,370,445,,,,,,EKAVO M626 IKOGA Y24 PASVA
MMA372,A320,VYYY,VTBS,2025-12-23 13:15,330,465,,RW01,,WILA1D,R01,BETNO G463 TARED
MXD523,B738,VTBD,WMKK,2025-12-23 13:15,290,480,RW21L,,KIGO3C,,,KIGOB Y11 PASVA
SIA739,B38M,VTSP,WSSS,2025-12-23 13:15,350,450,RW09,,EPGO1A,,,EPGOT W14 HTY A334 PASVA
TGW617,E290,VTBS,WSSS,2025-12-23 13:15,410,475,RW02R,,BUT1H,,,BUT Y11 PASVA
THA574,A320,VTBS,VLVT,2025-12-23 13:15,290,475,RW02R,,NOBE1S,,,NOBER W21 UDN R470 VTN
AIQ3427,A21N,VTBD,VTCC,2025-12-23 13:20,340,455,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
BKP188,AT76,VTSM,VTBS,2025-12-23 13:20,320,425,RW35,RW01,OLBA1B,LEBI1D,R01,OLBAG Y17 DONSI M769 LEBIM
CES9647,B789,ZPPP,WSSS,2025-12-23 13:20,330,460,,,,,,YAKUA B346 BKK M904 BUT Y11 PASVA
CPA641,A333,VHHH,VOMM,2025-12-23 13:20,400,480,,,,,,BUTRA A1 UBL Y20 BKK L301 TANEK
SAS975,A320,EKCH,VTBS,2025-12-23 13:20,410,495,,RW01,,WILA1D,R01,BETNO P646 TARED
TGW653,A20N,VTSP,WSSS,2025-12-23 13:20,350,455,RW09,,EPGO1A,,,EPGOT W14 HTY A334 PASVA
THA250,A320,VTSG,VTBS,2025-12-23 13:20,370,480,RW14,RW01,OSPE1G,LEBI1D,R01,OSPEX Y99 NONEL Y98 LEBIM
TLM395,B738,RCTP,VTBD,2025-12-23 13:20,340,455,,RW21R,,ENDU3A,R21R,BUTRA A1 UBL Y20 UBLOD
TVJ3524,B38M,VTBS,ZSPD,2025-12-23 13:20,370,475,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
MXD543,B738,VTSP,WMKK,2025-12-23 13:25,270,445,RW09,,REBE1A,,,REBED B579 DALAN
THA565,A320,VVNB,VTBS,2025-12-23 13:25,380,445,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
AIQ3415,A320,VTCC,VTBD,2025-12-23 13:30,370,455,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
AIQ4409,A320,VTSG,VTBS,2025-12-23 13:30,370,460,RW14,RW01,OSPE1G,LEBI1D,R01,OSPEX Y99 NONEL Y98 LEBIM
BKP178,A319,VTSM,VTBS,2025-12-23 13:30,320,475,RW35,RW01,OLBA1B,LEBI1D,R01,OLBAG Y17 DONSI M769 LEBIM
CSZ308,A20N,VTBS,ZGSZ,2025-12-23 13:30,330,470,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
LKY04,C130,VTBD,VTUW,2025-12-23 13:30,210,280,RW21L,RW15,ROBK3C,,R15,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
QTR829,A359,VTBS,OTHH,2025-12-23 13:30,300,515,RW02R,,PAST1H,,,PASTO L301 TANEK
QTR847,B788,VTSP,OTHH,2025-12-23 13:30,340,495,RW09,,UBNE1A,,,UBNEN L645 SAPAM
THA462,A320,YMML,VTBS,2025-12-23 13:30,400,505,,RW01,,TUMG1D,R01,TIDAR M904 TONIK M644 ALUMO Y12 ALEMI
THA901,A359,LTFM,VTBS,2025-12-23 13:30,410,480,,RW01,,WILA1D,R01,LUDVI L507 IGONI
TLM105,B739,WSSS,VTBD,2025-12-23 13:30,360,475,,RW21R,,SEHN3A,R21R,ABTOK M644 ALUMO Y12 ALEMI
AIC2377,A20N,VTSP,VIDP,2025-12-23 13:31,280,495,RW09,,SATV1A,,,SATVA L759 TAVUN
AIQ170,A20N,VTBD,VOCI,2025-12-23 13:35,340,465,RW21L,,PAST3C,,,PASTO L301 TANEK
BKP298,AT76,VTSP,VTSS,2025-12-23 13:35,150,245,RW09,RW26,EPGO1A,PADP1A,R26,EPGOT W14 PADPA
KNA8368,A320,VTBS,ZPPP,2025-12-23 13:35,310,455,RW02R,,UGUV1H,,,UGUVO Y27 IKISU W22 CTR A581 PONUK
MAS184,B38M,WMKK,VECC,2025-12-23 13:35,340,470,,,,,,DUBAX R325 PUT L515 IKULA
OMS465,A21N,OOMS,VTBS,2025-12-23 13:35,370,460,,RW01,,WILA1D,R01,PUMOR L877 MIGAR L524 IBETO
TLM617,B738,VTUD,VTBD,2025-12-23 13:35,300,445,RW12,RW21R,ANPU1B,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
TLM717,B739,VTSS,VTBD,2025-12-23 13:35,320,460,RW26,RW21R,DAND1C,SABA3A,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
TVJ2106,A321,VTBS,VTCC,2025-12-23 13:35,340,470,RW02R,RW36,OLVU1H,MARN2A,R36,OLVUK Y26 MARNI
AXM103,A320,WMKK,ZPPP,2025-12-23 13:40,370,460,,,,,,RIGTO M769 BKK Y27 IBUBU W25 NAN R215 TOMIP
ETD407,A35K,VTBS,OMAA,2025-12-23 13:40,280,495,RW02R,,PAST1H,,,PASTO L301 TANEK
KQA887,B788,ZGGG,VTBS,2025-12-23 13:40,400,470,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
SVA871,B789,RPLL,OEJN,2025-12-23 13:40,360,490,,,,,,TUPGO M633 TANEK
THA268,A320,VTSS,VTBS,2025-12-23 13:40,360,465,RW26,RW01,DAND1C,LEBI1D,R01,DANDO M769 LEBIM
AIQ4096,A320,VTBS,VTCC,2025-12-23 13:45,320,450,RW02R,RW36,OLVU1H,MARN2A,R36,OLVUK Y26 MARNI
AXM8568,A321,VTSP,WMKK,2025-12-23 13:45,370,420,RW09,,REBE1A,,,REBED B579 DALAN
BKP172,A319,VTSM,VTBS,2025-12-23 13:45,180,260,RW35,RW01,OLBA1B,LEBI1D,R01,OLBAG Y17 DONSI M769 LEBIM
BKP908,AT76,VDSA,VTBS,2025-12-23 13:45,180,270,,RW01,,TUMG1D,R01,BOKAK B205 OLDIR P629 NUGPA
LAO446,AJ27,VTBS,VLVT,2025-12-23 13:45,310,475,RW02R,,NOBE1S,,,NOBER W21 UDN R470 VTN
MMA351,A320,VTBS,VYYY,2025-12-23 13:45,340,460,RW02R,,NUNL1S,,,NUNLI L507 LUDVI
NOK140,B738,VTBD,VTCC,2025-12-23 13:45,320,460,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
AIQ3013,A320,VTBD,VTSP,2025-12-23 13:50,360,455,RW21L,RW09,SABI3C,SAVS1C,,SABIS Y8 SAVSA
AIQ3372,A320,VTBD,VTUU,2025-12-23 13:50,330,445,RW21L,RW05,ROBK3C,VENP1C,R05,ROBKA A1
CSC3937,A21N,ZUTF,VTBS,2025-12-23 13:50,320,465,,RW01,,NORT1D,R01,VTN R474 CMP W21 NOBER
ETH629,B77L,WIII,VTBS,2025-12-23 13:50,400,495,,RW01,,TUMG1D,R01,ABTOK M644 ALUMO Y12 ALEMI
MMA353,B734,VTBS,VYYY,2025-12-23 13:50,300,440,RW02R,,NUNL1S,,,NUNLI L507 LUDVI
MXD670,B738,WMKK,ZPPP,2025-12-23 13:50,350,470,,,,,,RIGTO M769 BKK Y27 IBUBU W25 NAN R215 TOMIP
AIC2389,A20N,VVTS,VIDP,2025-12-23 13:55,340,460,,,,,,VAPVU P629 BKK L507 LUDVI
AIQ4102,A320,VTBS,VTCC,2025-12-23 13:55,340,450,RW02R,RW36,OLVU1H,MARN2A,R36,OLVUK Y26 MARNI
AWQ258,A320,WIII,VTBD,2025-12-23 13:55,360,470,,RW21R,,SEHN3A,R21R,ABTOK M644 RYN
BKP263,A319,VTBS,VTSG,2025-12-23 13:55,380,440,RW02R,RW32,VANK1H,NULM1E,R32,VANKO Y8 SAPUD W32 NULMA
CCA805,B38M,ZSPD,VTBS,2025-12-23 13:55,340,440,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
THA009,A320,VTUD,VTBS,2025-12-23 13:55,280,450,RW12,RW01,ANPU1B,EAST1D,R01,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT EASTE
THA343,A21N,VTBS,VAAH,2025-12-23 13:55,320,475,RW02R,,PAST1H,,,PASTO L301 TANEK
THA585,A320,VDTI,VTBS,2025-12-23 13:55,300,485,,RW01,,TUMG1D,R01,VAPVU P629 NUGPA
AIQ3253,A320,VTUK,VTBD,2025-12-23 14:00,280,420,RW21,RW21R,EMRU1B,ENDU3A,R21R,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT ENDUU
AIQ3425,A20N,VTBD,VTCC,2025-12-23 14:00,320,460,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
AIQ4504,A320,VTUK,VTBS,2025-12-23 14:00,260,485,RW21,RW01,EMRU1B,EAST1D,R01,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT EASTE
CES2803,B738,ZSNJ,VTBS,2025-12-23 14:00,340,440,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
ETD413,B789,VTSP,OMAA,2025-12-23 14:00,320,505,RW09,,UBNE1A,,,UBNEN L645 SAPAM
HSKVS,A320,VMMC,VTBD,2025-12-23 14:00,430,490,,RW21R,,ENDU3A,R21R,SAV A202 RAMEI Y20 UBLOD
IGO1056,A21N,VTBS,VOBL,2025-12-23 14:00,360,450,RW02R,,PAST1H,,,PASTO L301 TANEK
KAC418,B77W,RPLL,OKKK,2025-12-23 14:00,320,500,,,,,,TUPGO M633 TANEK
MAS796,B738,WMKK,VTBS,2025-12-23 14:00,380,470,,RW01,,LEBI1D,R01,RIGTO M769 LEBIM
TGW160,A20N,WSSS,ZPPP,2025-12-23 14:00,370,465,,,,,,ABTOK M644 RYN N891 BKK Y27 IKISU W22 CTR A581 PONUK
TVJ2308,B38M,VTBS,VTSP,2025-12-23 14:00,340,450,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
XAX601,A333,UAAA,WMKK,2025-12-23 14:00,410,440,,,,,,TAVUN L759 PUT B579 DALAN
AIQ158,A320,VTSS,VTCC,2025-12-23 14:05,360,465,RW26,RW36,DAND1C,MARN2A,R36,DANDO M769 BKK Y26 MARNI
AIQ3356,A320,VTBD,VTUD,2025-12-23 14:05,290,425,RW21L,RW30,ROBK3C,ANPU1C,R30,ROBKA A1 SELKA Y14 KRT Y23 KKN Y23/Y22
AIQ3563,A320,VTUV,VTBD,2025-12-23 14:05,280,430,RW18,RW21R,ANKI1A,ENDU3A,R21R,W38 RAMEI Y20 UBLOD DCT ENDUU
AIQ3569,A320,VTUV,VTBD,2025-12-23 14:05,300,460,RW18,RW21R,ANKI1A,ENDU3A,R21R,W38 RAMEI Y20 UBLOD DCT ENDUU
AIQ4115,A320,VTSP,VTBS,2025-12-23 14:05,370,455,RW09,RW01,EMRI1A,LEBI1D,R01,EMRIT Y99 NONEL Y98 LEBIM
CES9614,B738,VTBS,ZPPP,2025-12-23 14:05,350,450,RW02R,,UGUV1H,,,UGUVO Y27 IKISU W22 CTR A581 PONUK
CRK779,A320,VHHH,VTBS,2025-12-23 14:05,380,450,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
THA121,A320,VTCC,VTBS,2025-12-23 14:05,350,480,RW36,RW01,PANT2C,NORT1D,R01,PANTA Y7 BLAFF DCT NORTA
THA418,B788,WMKK,VTBS,2025-12-23 14:05,430,480,,RW01,,LEBI1D,R01,RIGTO M769 LEBIM
TLM371,B738,VMMC,VTBD,2025-12-23 14:05,340,445,,RW21R,,ENDU3A,R21R,SAV A202 RAMEI Y20 UBLOD
AIQ645,A320,VVNB,VTBD,2025-12-23 14:10,340,450,,RW21R,,NAKO3A,R21R,VTN R470 UDN W21 NOBER
CPA617,A333,VHHH,VTBS,2025-12-23 14:10,400,450,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
SIA719,B78X,VTBS,WSSS,2025-12-23 14:10,390,475,RW02R,,BUT1H,,,BUT Y11 PASVA
TVJ345,B38M,VTSG,VTBS,2025-12-23 14:10,370,465,RW14,RW01,OSPE1G,LEBI1D,R01,OSPEX Y99 NONEL Y98 LEBIM
AFR196,A359,LFPG,VTBS,2025-12-23 14:15,370,470,,RW01,,WILA1D,R01,BETNO P646 TARED
AIQ3015,A320,VTBD,VTSP,2025-12-23 14:15,360,450,RW21L,RW09,SABI3C,SAVS1C,,SABIS Y8 SAVSA
AIQ3112,A320,VTBD,VTSS,2025-12-23 14:15,370,445,RW21L,RW26,KASN3C,OBLE1A,R26,KASNI M757 OBLEX
AIQ3205,A21N,VTBD,VTCT,2025-12-23 14:15,340,465,RW21L,RW03,UGUV3C,,R03,UGUVO Y27 IKISU W22 BENVI
BKP180,A319,VTSM,VTBS,2025-12-23 14:15,300,460,RW35,RW01,OLBA1B,LEBI1D,R01,OLBAG Y17 DONSI M769 LEBIM
CQH8934,A20N,VTCC,ZGGG,2025-12-23 14:15,350,485,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
CXA843,B738,ZSAM,VTBS,2025-12-23 14:15,340,440,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
HGB295,B39M,VHHH,VTBS,2025-12-23 14:15,340,455,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
HVN608,A321,VTBS,VVTS,2025-12-23 14:15,330,475,RW02R,,GOME1S,,,GOMES N506 BOKAK
MMA453,A319,VVTS,VYYY,2025-12-23 14:15,360,440,,,,,,VAPVU P629 BKK L507 LUDVI
THA047,A21N,VTUK,VTBS,2025-12-23 14:15,240,510,RW21,RW01,EMRU1B,EAST1D,R01,Y22/Y23 KKN Y23 KRT Y20 UBLOD DCT EASTE
THA309,A320,VTBS,VNKT,2025-12-23 14:15,400,460,RW02R,,NUNL1S,,,NUNLI L507 LUDVI
TLM795,B738,VTSF,VTBD,2025-12-23 14:15,300,460,RW01,RW21R,TAWI1A,SABA3A,R21R,NKS Y94 DOXAS M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
TVJ762,B38M,VTSP,VABB,2025-12-23 14:15,340,480,RW09,,UBNE1A,,,UBNEN L645 SAPAM
AIQ137,A320,VTBD,VOBL,2025-12-23 14:20,360,450,RW21L,,PAST3C,,,PASTO L301 TANEK
AIQ153,A320,VTBD,VOMM,2025-12-23 14:20,360,450,RW21L,,PAST3C,,,PASTO L301 TANEK
AIQ3328,A320,VTSB,VTBD,2025-12-23 14:20,350,465,RW04,RW21R,NIXE1D,SABA3A,R21R,NIXET Y99 HOTEL DCT SABAI
AIQ3429,A21N,VTBD,VTCC,2025-12-23 14:20,320,435,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
CSH841,B38M,ZSPD,VTBS,2025-12-23 14:20,340,445,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
FDX6091,B763,VTBS,ZGGG,2025-12-23 14:20,330,485,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
MXD162,A333,WMKK,VGHS,2025-12-23 14:20,340,475,,,,,,RIGTO M769 SORTO M626 EKAVO
TVJ309,A321,VTSP,VTBS,2025-12-23 14:20,370,455,RW09,RW01,EMRI1A,LEBI1D,R01,EMRIT Y99 NONEL Y98 LEBIM
AIQ3168,A320,VTCC,VTSP,2025-12-23 14:25,380,455,RW36,RW09,PANT2C,SAVS1C,,PANTA Y7 BKK Y8 SAVSA
CHH7930,B38M,VTSP,ZBAA,2025-12-23 14:25,370,455,RW09,,EMRI1A,,,EMRIT Y99 BKK R474 VTN
JST66,B788,VTBS,YBBN,2025-12-23 14:25,370,475,RW02R,,BUT1H,,,BUT M904 TIDAR
TVJ104,B38M,VTBS,VTCC,2025-12-23 14:25,340,430,RW02R,RW36,OLVU1H,MARN2A,R36,OLVUK Y26 MARNI
TWB050,A320,VTCC,RKSI,2025-12-23 14:25,310,475,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
AIQ3111,A320,VTSS,VTBD,2025-12-23 14:30,380,460,RW26,RW21R,DAND1C,SABA3A,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
AIQ3183,A20N,VTSF,VTBD,2025-12-23 14:30,380,455,RW01,RW21R,TAWI1A,SABA3A,R21R,NKS Y94 DOXAS M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
BKP1192,A319,VTSM,VTBS,2025-12-23 14:30,380,440,RW35,RW01,OLBA1B,LEBI1D,R01,OLBAG Y17 DONSI M769 LEBIM
BKP287,A319,VTBS,VTSP,2025-12-23 14:30,360,450,RW02R,RW09,VANK1H,SAVS1C,,VANKO Y8 SAVSA
CAL837,A21N,RCTP,VTBS,2025-12-23 14:30,300,445,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
EVA061,B78X,RCTP,VTBS,2025-12-23 14:30,380,475,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
HSTNP,A320,VTSP,VTBD,2025-12-23 14:30,270,350,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
KAL658,B77W,VTBS,RKSI,2025-12-23 14:30,370,500,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
NOK329,B738,VTUU,VTBD,2025-12-23 14:30,320,415,RW05,RW21R,ASAB1B,ENDU3A,R21R,Y20 UBLOD DCT ENDUU
TLM521,B739,VTCC,VTBD,2025-12-23 14:30,310,470,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
TLM545,B738,VTCT,VTBD,2025-12-23 14:30,330,450,RW21,RW21R,DUBE1B,NAKO3A,R21R,DUBEN Y28 BLAFF DCT NAKON
AIQ619,A320,VDSA,VTBD,2025-12-23 14:35,380,455,,RW21R,,SEHN3A,R21R,TUPGO M633 DULEM
CEB944,A20N,VTBS,RPLC,2025-12-23 14:35,330,475,RW02R,,GOME1S,,,GOMES B204 AGEDO
NOK142,B738,VTBD,VTCC,2025-12-23 14:35,360,420,RW21L,RW36,OLVU3C,MARN2A,R36,OLVUK Y26 MARNI
AIC2387,A20N,WMKK,VIDP,2025-12-23 14:40,340,475,,,,,,DUBAX R325 PUT L759 TAVUN
AIQ659,A320,VVTS,VTBD,2025-12-23 14:40,360,455,,RW21R,,SEHN3A,R21R,VAPVU P629 NUGPA
BKP220,A319,VTCC,VTBS,2025-12-23 14:40,370,455,RW36,RW01,PANT2C,NORT1D,R01,PANTA Y7 BLAFF DCT NORTA
DRK620,A20N,VTBS,WMKP,2025-12-23 14:40,390,440,RW02R,,KASN1H,,,KASNI M757 OBLEX Y10 HTY A457 TAMOS
TVJ760,B38M,VTBS,VABB,2025-12-23 14:40,320,485,RW02R,,PAST1H,,,PASTO L301 TANEK
UBA018,B738,VTBS,VYYY,2025-12-23 14:40,360,455,RW02R,,NUNL1S,,,NUNLI L507 LUDVI
UEA2868,A320,VTBS,ZUTF,2025-12-23 14:40,310,450,RW02R,,UGUV1H,,,UGUVO Y27 IBUBU W25 NAN R215 TOMIP
AHK842,A333,VTBS,VHHH,2025-12-23 14:45,330,485,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
AIQ3028,A320,VTSP,VTBD,2025-12-23 14:45,390,460,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
UPS145,B763,VTBS,ZGSZ,2025-12-23 14:45,370,485,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
AFR257,A359,WSSS,LFPG,2025-12-23 14:50,300,510,,,,,,DALAN B579 PUT L759 TAVUN
AIQ3119,A320,VTSS,VTBD,2025-12-23 14:50,340,455,RW26,RW21R,DAND1C,SABA3A,R21R,DANDO M769 GOKEX Y96 EMTIX Y99 HOTEL DCT SABAI
AIQ3228,A320,VTSG,VTBD,2025-12-23 14:50,370,450,RW14,RW21R,OSPE1G,SABA3A,R21R,OSPEX Y99 HOTEL DCT SABAI
BKP280,A319,VTSP,VTBS,2025-12-23 14:50,390,455,RW09,RW01,EMRI1A,LEBI1D,R01,EMRIT Y99 NONEL Y98 LEBIM
CES6018,A332,VCBI,ZSPD,2025-12-23 14:50,370,470,,,,,,TANEK L301 BKK R474 VTN
THA325,B77W,VTBS,VOBL,2025-12-23 14:50,360,490,RW02R,,PAST1H,,,PASTO L301 TANEK
TLM763,B739,VTSP,VTBD,2025-12-23 14:50,370,460,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
TLM770,B738,VTBD,VTSP,2025-12-23 14:50,340,455,RW21L,RW09,SABI3C,SAVS1C,,SABIS Y8 SAVSA
AIQ3032,A320,VTSP,VTBD,2025-12-23 14:55,390,455,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
AXM63,A320,WMKK,VECC,2025-12-23 14:55,340,465,,,,,,DUBAX R325 PUT L515 IKULA
CQH7420,A320,VTBS,ZGGG,2025-12-23 14:55,330,470,RW02R,,SELK1H,,,SELKA A1 SANOT Y15 GUROK A202 SAV
THA307,A320,VTBS,VCBI,2025-12-23 14:55,320,490,RW02R,,PAST1H,,,PASTO L301 TANEK
THA329,A320,VTBS,VOHS,2025-12-23 14:55,400,465,RW02R,,PAST1H,,,PASTO L301 TANEK
THA337,A333,VTBS,VOMM,2025-12-23 14:55,400,465,RW02R,,PAST1H,,,PASTO L301 TANEK
UAE373,A388,VTBS,OMDB,2025-12-23 14:55,380,480,RW02R,,PAST1H,,,PASTO L301 TANEK
AIC2383,A20N,WSSS,VIDP,2025-12-23 15:00,300,485,,,,,,DUBAX R325 PUT L759 TAVUN
CSN3035,A20N,ZGGG,VTBS,2025-12-23 15:00,340,440,,RW01,,EAST1D,R01,SAV A202 RAMEI W42 PAKRI Y13 RUKSA
MXD672,B38M,WMKK,ZUTF,2025-12-23 15:00,350,470,,,,,,ABTOK M644 RYN N891 BKK B346 YAKUA
ANA849,B789,RJTT,VTBS,2025-12-23 15:05,380,465,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
BKP936,A319,VDTI,VTBS,2025-12-23 15:05,180,265,,RW01,,TUMG1D,R01,VAPVU P629 NUGPA
IGO1060,A21N,VTBS,VABB,2025-12-23 15:05,290,550,RW02R,,PAST1H,,,PASTO L301 TANEK
IGO1082,A21N,VTSP,VIDP,2025-12-23 15:05,300,475,RW09,,SATV1A,,,SATVA L759 TAVUN
JAL34,B77W,VTBS,RJTT,2025-12-23 15:05,330,500,RW02R,,LIPL1S,,,LIPLI Y16 BUTRA
JNA010,B38M,VTCC,RKSI,2025-12-23 15:05,330,500,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
TLM765,B738,VTSP,VTBD,2025-12-23 15:05,330,470,RW09,RW21R,IGEV1A,SABA3A,R21R,IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
AIQ3428,A21N,VTCC,VTBD,2025-12-23 15:10,350,455,RW36,RW21R,PANT2C,NAKO3A,R21R,PANTA Y7 BLAFF DCT NAKON
AIQ562,A320,VTBD,ZUTF,2025-12-23 15:10,350,460,RW21L,,NOBE4C,,,NOBER B346 YAKUA
BKP299,AT76,VTSS,VTSP,2025-12-23 15:10,140,260,RW26,RW09,PADP1C,EPGO1C,,PADPA W14 EPGOT
JAL33,B789,RJTT,VTBS,2025-12-23 15:10,400,465,,RW01,,EAST1D,R01,BUTRA A1 UBL Y20 GRASO Y13 RUKSA
THA575,A320,VLVT,VTBS,2025-12-23 15:10,300,470,,RW01,,NORT1D,R01,VTN R470 UDN W21 NOBER
AAR726,A21N,VTSP,RKSI,2025-12-23 15:15,390,465,RW09,,ONET1A,,,ONETI R575 SAKDA
BAW12,B77W,WSSS,EGLL,2025-12-23 15:15,320,505,,,,,,PASVA Y24 IKOGA M626 EKAVO
ESR518,B38M,VTCC,RKSI,2025-12-23 15:15,350,500,RW36,,MONL2C,,,MONLO R207 NAN R215 TOMIP
NOK536,B738,VTBD,VTSP,2025-12-23 15:15,360,460,RW21L,RW09,SABI3C,SAVS1C,,SABIS Y8 SAVSA
THA351,A320,VTBS,VABB,2025-12-23 15:15,360,460,RW02R,,PAST1H,,,PASTO L301 TANEK
THY163,A359,VVTS,LTFM,2025-12-23 15:15,340,495,,,,,,VAPVU P629 BKK L507 LUDVI
